-0.5000, -1.0000, 0.0000, 0.0000
-0.5000, -1.0000, 1.5708, 0.0000
-0.5000, -1.0000, 3.1416, 0.0000
-0.5000, -1.0000, -1.5708, 0.0000
-0.5000, -0.5000, 0.0000, 0.0000
-0.5000, -0.5000, 1.5708, 0.0000
-0.5000, -0.5000, 3.1416, 0.0000
-0.5000, -0.5000, -1.5708, 0.0000
-0.5000, 0.0000, 0.0000, 0.0000
-0.5000, 0.0000, 1.5708, 0.0000
-0.5000, 0.0000, 3.1416, 0.0000
-0.5000, 0.0000, -1.5708, 0.0000
-0.5000, 0.5000, 0.0000, 0.0000
-0.5000, 0.5000, 1.5708, 0.0000
-0.5000, 0.5000, 3.1416, 0.0000
-0.5000, 0.5000, -1.5708, 0.0000
-0.5000, 1.0000, 0.0000, 0.0000
-0.5000, 1.0000, 1.5708, 0.0000
-0.5000, 1.0000, 3.1416, 0.0000
-0.5000, 1.0000, -1.5708, 0.0000
-0.5000, 1.5000, 0.0000, 0.0000
-0.5000, 1.5000, 1.5708, 0.0000
-0.5000, 1.5000, 3.1416, 0.0000
-0.5000, 1.5000, -1.5708, 0.0000
-0.5000, 2.0000, 0.0000, 0.0000
-0.5000, 2.0000, 1.5708, 0.0000
-0.5000, 2.0000, 3.1416, 0.0000
-0.5000, 2.0000, -1.5708, 0.0000
-0.5000, 2.5000, 0.0000, 0.0000
-0.5000, 2.5000, 1.5708, 0.0000
-0.5000, 2.5000, 3.1416, 0.0000
-0.5000, 2.5000, -1.5708, 0.0000
-0.5000, 3.0000, 0.0000, 0.0000
-0.5000, 3.0000, 1.5708, 0.0000
-0.5000, 3.0000, 3.1416, 0.0000
-0.5000, 3.0000, -1.5708, 0.0000
-0.5000, 3.5000, 0.0000, 0.0000
-0.5000, 3.5000, 1.5708, 0.0000
-0.5000, 3.5000, 3.1416, 0.0000
-0.5000, 3.5000, -1.5708, 0.0000
-0.5000, 4.0000, 0.0000, 0.0000
-0.5000, 4.0000, 1.5708, 0.0000
-0.5000, 4.0000, 3.1416, 0.0000
-0.5000, 4.0000, -1.5708, 0.0000
-0.5000, 4.5000, 0.0000, 0.0000
-0.5000, 4.5000, 1.5708, 0.0000
-0.5000, 4.5000, 3.1416, 0.0000
-0.5000, 4.5000, -1.5708, 0.0000
-0.5000, 5.0000, 0.0000, 0.0000
-0.5000, 5.0000, 1.5708, 0.0000
-0.5000, 5.0000, 3.1416, 0.0000
-0.5000, 5.0000, -1.5708, 0.0000
-0.5000, 5.5000, 0.0000, 0.0000
-0.5000, 5.5000, 1.5708, 0.0000
-0.5000, 5.5000, 3.1416, 0.0000
-0.5000, 5.5000, -1.5708, 0.0000
-0.5000, 6.0000, 0.0000, 0.0000
-0.5000, 6.0000, 1.5708, 0.0000
-0.5000, 6.0000, 3.1416, 0.0000
-0.5000, 6.0000, -1.5708, 0.0000
0.0000, -0.5000, 0.0000, 0.0000
0.0000, -0.5000, 1.5708, 0.0000
0.0000, -0.5000, 3.1416, 0.0000
0.0000, -0.5000, -1.5708, 0.0000
0.0000, 0.0000, 0.0000, 0.0000
0.0000, 0.0000, 1.5708, 0.0000
