3.000,1.000,0.001,1.000,0.000,0.000,0.000,-0.000,-0.000,0.000,-0.000,0.000,0.000,0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000
3.000,1.000,0.001,1.000,-0.000,-0.000,-0.000,0.408,0.323,0.000,0.297,0.000,0.005,0.004,0.040,0.000,0.006,-0.001,-0.059,-0.024,61.582,48.649,0.173,45.475,0.171,0.863,0.772
3.001,1.000,0.001,1.000,0.000,-0.000,0.000,0.812,0.671,0.005,0.608,0.007,0.015,0.015,0.058,0.012,0.002,0.011,-0.030,0.073,19.943,17.687,0.898,16.083,1.174,1.115,1.381
3.001,1.000,0.001,1.000,0.000,-0.001,0.001,0.890,0.750,0.018,0.683,0.023,0.027,0.032,0.073,0.026,0.000,0.016,-0.012,0.153,-1.878,-0.206,1.567,0.622,2.043,1.292,1.898
3.002,1.001,0.001,1.000,0.000,-0.001,0.002,0.817,0.695,0.036,0.646,0.047,0.041,0.053,0.091,0.035,-0.001,0.011,-0.005,0.208,-11.034,-9.662,2.137,-6.828,2.781,1.524,2.393
3.003,1.001,0.001,1.000,0.000,-0.001,0.003,0.706,0.599,0.060,0.572,0.078,0.058,0.079,0.113,0.042,-0.001,0.003,-0.005,0.241,-10.131,-8.565,2.551,-7.115,3.384,1.865,2.909
3.004,1.001,0.001,1.000,0.000,-0.001,0.004,0.622,0.529,0.087,0.512,0.115,0.079,0.111,0.137,0.046,-0.001,-0.003,-0.005,0.263,-6.511,-5.464,2.920,-5.024,3.905,2.273,3.437
3.006,1.002,0.001,1.000,0.000,-0.001,0.005,0.573,0.486,0.118,0.470,0.156,0.104,0.148,0.161,0.049,-0.001,-0.004,-0.004,0.280,-3.379,-3.251,3.293,-3.341,4.398,2.701,3.958
3.008,1.002,0.001,1.000,0.000,-0.001,0.007,0.551,0.461,0.153,0.443,0.202,0.133,0.190,0.185,0.052,-0.002,-0.003,-0.002,0.298,-1.275,-1.817,3.672,-2.149,4.880,3.122,4.466
3.010,1.003,0.001,1.000,0.000,-0.001,0.008,0.544,0.448,0.192,0.426,0.254,0.166,0.237,0.207,0.056,-0.002,0.000,0.001,0.317,-0.149,-0.965,4.053,-1.357,5.359,3.526,4.961
3.012,1.003,0.001,1.000,0.000,-0.001,0.010,0.545,0.441,0.234,0.415,0.310,0.203,0.290,0.228,0.060,-0.002,0.003,0.003,0.339,0.300,-0.496,4.432,-0.854,5.836,3.909,5.442
3.014,1.004,0.000,1.000,0.000,-0.001,0.012,0.549,0.437,0.280,0.408,0.370,0.244,0.346,0.249,0.065,-0.003,0.006,0.004,0.361,0.373,-0.256,4.805,-0.543,6.311,4.273,5.910
3.017,1.005,0.000,1.000,0.000,-0.001,0.013,0.552,0.435,0.330,0.404,0.436,0.289,0.408,0.268,0.070,-0.004,0.009,0.005,0.385,0.289,-0.140,5.170,-0.352,6.781,4.618,6.365
3.020,1.006,0.000,1.000,0.000,-0.001,0.015,0.555,0.434,0.384,0.401,0.506,0.336,0.474,0.287,0.075,-0.004,0.011,0.005,0.409,0.175,-0.086,5.526,-0.233,7.244,4.949,6.808
3.023,1.006,0.000,1.000,0.000,-0.001,0.018,0.556,0.434,0.441,0.399,0.581,0.387,0.544,0.305,0.081,-0.005,0.013,0.005,0.432,0.084,-0.057,5.871,-0.157,7.698,5.266,7.240
3.026,1.007,0.000,1.000,0.000,-0.001,0.020,0.557,0.433,0.501,0.398,0.660,0.442,0.618,0.322,0.087,-0.006,0.014,0.005,0.456,0.031,-0.040,6.206,-0.106,8.143,5.571,7.659
3.029,1.008,0.000,1.000,0.000,-0.000,0.022,0.557,0.433,0.565,0.397,0.743,0.499,0.697,0.339,0.092,-0.007,0.015,0.005,0.479,0.004,-0.027,6.532,-0.072,8.578,5.865,8.066
3.032,1.009,0.000,1.000,0.001,-0.000,0.025,0.557,0.433,0.632,0.396,0.831,0.559,0.780,0.355,0.098,-0.008,0.015,0.005,0.501,-0.006,-0.018,6.847,-0.049,9.002,6.149,8.463
3.036,1.010,0.000,1.000,0.001,-0.000,0.027,0.557,0.432,0.702,0.396,0.923,0.622,0.866,0.370,0.104,-0.009,0.016,0.005,0.522,-0.008,-0.012,7.153,-0.034,9.415,6.424,8.848
3.040,1.011,-0.000,1.000,0.001,-0.000,0.030,0.557,0.432,0.775,0.395,1.020,0.687,0.957,0.384,0.110,-0.009,0.015,0.005,0.543,-0.007,-0.008,7.449,-0.023,9.817,6.689,9.222
3.044,1.012,-0.000,0.999,0.001,-0.000,0.033,0.556,0.432,0.851,0.395,1.120,0.756,1.051,0.398,0.117,-0.010,0.015,0.005,0.563,-0.005,-0.005,7.737,-0.016,10.208,6.946,9.585
3.048,1.013,-0.000,0.999,0.001,-0.000,0.035,0.556,0.432,0.929,0.395,1.224,0.826,1.148,0.411,0.123,-0.011,0.013,0.005,0.583,-0.003,-0.003,8.015,-0.011,10.587,7.194,9.938
3.052,1.015,-0.000,0.999,0.001,-0.000,0.038,0.556,0.432,1.011,0.395,1.332,0.899,1.249,0.424,0.129,-0.011,0.011,0.004,0.601,-0.001,-0.002,8.284,-0.008,10.955,7.434,10.279
3.056,1.016,-0.000,0.999,0.001,-0.000,0.041,0.556,0.432,1.095,0.395,1.443,0.975,1.354,0.436,0.135,-0.011,0.008,0.003,0.619,-0.000,-0.001,8.545,-0.006,11.311,7.666,10.610
3.061,1.017,-0.001,0.999,0.001,-0.000,0.045,0.556,0.432,1.182,0.395,1.558,1.053,1.461,0.447,0.142,-0.011,0.004,0.003,0.636,0.000,-0.000,8.797,-0.003,11.655,7.891,10.929
3.065,1.019,-0.001,0.999,0.001,-0.000,0.048,0.556,0.432,1.271,0.395,1.676,1.133,1.572,0.457,0.148,-0.010,-0.001,0.002,0.653,0.000,0.000,9.041,-0.002,11.986,8.109,11.237
3.070,1.020,-0.001,0.999,0.001,-0.000,0.051,0.556,0.432,1.363,0.395,1.797,1.215,1.686,0.468,0.155,-0.010,-0.006,0.001,0.669,0.001,0.001,9.277,0.000,12.304,8.319,11.534
3.075,1.022,-0.001,0.999,0.001,-0.000,0.054,0.556,0.432,1.457,0.395,1.922,1.299,1.803,0.477,0.161,-0.009,-0.011,-0.001,0.684,0.001,0.000,9.505,0.002,12.610,8.524,11.820
3.079,1.024,-0.001,0.998,0.001,-0.000,0.058,0.556,0.432,1.553,0.395,2.050,1.385,1.922,0.486,0.168,-0.008,-0.017,-0.002,0.699,0.001,0.000,9.726,0.003,12.902,8.721,12.094
3.084,1.025,-0.001,0.998,0.001,-0.000,0.061,0.556,0.432,1.651,0.395,2.180,1.473,2.045,0.495,0.175,-0.007,-0.021,-0.003,0.713,0.001,0.000,9.939,0.004,13.183,8.913,12.356
3.089,1.027,-0.001,0.998,0.001,-0.000,0.065,0.556,0.432,1.751,0.395,2.313,1.564,2.170,0.503,0.182,-0.005,-0.025,-0.004,0.727,0.000,-0.000,10.145,0.005,13.451,9.100,12.608
