649,5.0000,-2.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
648,-9.0000,2.0000,0.0005,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
646,-8.0000,-3.0000,0.0005,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
645,-4.0000,-1.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
644,4.0000,2.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
643,6.0000,-4.0000,0.0005,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
639,-7.0000,-1.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
637,2.0000,4.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
630,-4.0000,-2.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
629,5.0000,2.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
627,9.0000,-2.0000,0.0005,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
626,7.0000,-2.0000,0.0005,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
625,-4.0000,5.0000,0.0005,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
624,-7.0000,-5.0000,0.0005,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
623,8.0000,-2.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
621,-2.0000,-5.0000,0.0005,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
619,3.0000,2.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
616,-8.0000,-5.0000,0.0005,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
611,2.0000,1.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
609,-7.0000,3.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
607,-5.0000,3.0000,0.0005,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
605,-4.0000,3.0000,0.0005,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
604,-7.0000,1.0000,0.0005,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
603,-6.0000,4.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
602,1.0000,3.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
599,-4.0000,0.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
594,3.0000,-3.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
593,-1.0000,-3.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
592,1.0000,-5.0000,0.0005,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
590,-4.0000,5.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
584,9.0000,4.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
583,-9.0000,2.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
582,-7.0000,-5.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
581,-7.0000,3.0000,0.0005,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
578,7.0000,3.0000,0.0005,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
577,1.0000,1.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
576,-1.0000,3.0000,0.0005,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
566,9.0000,-3.0000,0.0005,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
564,5.0000,2.0000,0.0005,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
563,1.0000,-2.0000,0.0005,0.7071,0.0000,0.0000,0.7071,-0.0000,-0.0000,0.0001,-0.0000,0.0001,0.0001,0.0001,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
