0 1.0 -3.14159 -6.28318 -2.3561924999999997 -4.712384999999999 0
66 1.0 -3.0434153124999996 -4.712384999999999 -2.9452406250000003 -4.516035625000001 0
72 1.0 -2.9452406250000003 -4.712384999999999 -2.74889125 -4.31968625 0
78 1.0 -2.8470659375 -4.31968625 -2.74889125 -3.9269874999999996 0
96 1.0 -2.74889125 -4.712384999999999 -2.3561924999999997 -3.9269874999999996 0
112 1.0 -2.74889125 -3.9269874999999996 -2.552541875 -3.53428875 0
118 1.0 -2.6507165624999995 -3.53428875 -2.552541875 -3.1415899999999994 0
120 1.0 -2.552541875 -3.9269874999999996 -2.3561924999999997 -3.1415899999999994 0
128 1.0 -2.3561924999999997 -6.28318 -1.5707949999999997 -4.712384999999999 0
192 1.0 -2.3561924999999997 -4.712384999999999 -1.5707949999999997 -3.1415899999999994 0
296 1.0 -2.552541875 -3.1415899999999994 -2.3561924999999997 -2.74889125 0
300 1.0 -2.552541875 -2.74889125 -2.4543671875 -2.5525418749999993 0
302 1.0 -2.4543671875 -2.74889125 -2.3561924999999997 -2.3561925 0
314 1.0 -2.4543671875 -2.3561925 -2.3561924999999997 -1.9634937499999996 0
318 1.0 -2.4543671875 -1.9634937499999996 -2.3561924999999997 -1.5707950000000004 0
383 1.0 -2.4543671875 -0.1963493749999996 -2.3561924999999997 0.0 0
384 1.0 -2.3561924999999997 -3.1415899999999994 -1.5707949999999997 -1.5707950000000004 0
448 1.0 -2.3561924999999997 -1.5707950000000004 -1.5707949999999997 0.0 0
512 1.0 -1.5707949999999997 -6.28318 -0.7853975000000002 -4.712384999999999 0
576 1.0 -1.5707949999999997 -4.712384999999999 -0.7853975000000002 -3.1415899999999994 0
640 1.0 -0.7853975000000002 -6.28318 -0.3926987500000001 -5.4977825 0
656 1.0 -0.7853975000000002 -5.4977825 -0.3926987500000001 -4.712384999999999 0
672 1.0 -0.3926987500000001 -6.28318 -0.19634937500000005 -5.4977825 0
680 1.0 -0.19634937500000005 -6.28318 0.0 -5.890481250000001 0
684 1.0 -0.19634937500000005 -5.890481250000001 -0.0981746874999998 -5.4977825 0
686 1.0 -0.0981746874999998 -5.890481250000001 0.0 -5.694131875 0
688 1.0 -0.3926987500000001 -5.4977825 -0.19634937500000005 -4.712384999999999 0
696 1.0 -0.19634937500000005 -5.4977825 -0.0981746874999998 -5.10508375 0
704 1.0 -0.7853975000000002 -4.712384999999999 -0.3926987500000001 -3.9269874999999996 0
736 1.0 -0.3926987500000001 -4.712384999999999 -0.29452406249999985 -4.31968625 0
738 1.0 -0.29452406249999985 -4.712384999999999 -0.19634937500000005 -4.516035625000001 0
740 1.0 -0.3926987500000001 -4.31968625 -0.29452406249999985 -4.123336875 0
720 1.0 -0.7853975000000002 -3.9269874999999996 -0.5890481250000001 -3.1415899999999994 0
728 1.0 -0.5890481250000001 -3.9269874999999996 -0.3926987500000001 -3.53428875 0
732 1.0 -0.5890481250000001 -3.53428875 -0.4908734374999999 -3.1415899999999994 0
768 1.0 -1.5707949999999997 -3.1415899999999994 -0.7853975000000002 -1.5707950000000004 0
832 1.0 -1.5707949999999997 -1.5707950000000004 -1.17809625 -0.7853975000000002 0
848 1.0 -1.5707949999999997 -0.7853975000000002 -1.17809625 0.0 0
880 1.0 -1.17809625 -0.7853975000000002 -0.9817468749999998 -0.3926987500000001 0
884 1.0 -1.17809625 -0.3926987500000001 -1.0799215625 0.0 0
864 1.0 -1.17809625 -1.5707950000000004 -0.9817468749999998 -0.7853975000000002 0
872 1.0 -0.9817468749999998 -1.5707950000000004 -0.8835721874999998 -1.1780962500000003 0
874 1.0 -0.8835721874999998 -1.5707950000000004 -0.7853975000000002 -1.374445625 0
876 1.0 -0.9817468749999998 -1.1780962500000003 -0.8835721874999998 -0.9817468749999998 0
896 1.0 -0.7853975000000002 -3.1415899999999994 -0.5890481250000001 -2.3561925 0
904 1.0 -0.5890481250000001 -3.1415899999999994 -0.4908734374999999 -2.9452406250000003 0
912 1.0 -0.7853975000000002 -2.3561925 -0.6872228125 -1.9634937499999996 0
1023 5.0 -0.0981746874999998 -0.1963493749999996 0.0 0.0 1
