222,1,2
222,147,4
222,294,2
220,196,5
220,73,3
220,229,5
220,234,4
220,240,3
220,284,5
214,129,3
214,232,5
214,240,4
214,268,4
204,248,2
200,204,4
200,212,5
197,131,4
197,45,4
197,7,4
197,67,2
197,168,2
197,171,3
195,238,4
195,305,2
201,159,2
183,76,2
183,89,4
183,173,4
177,118,2
176,71,2
163,171,5
169,96,4
169,248,4
164,147,2
164,140,3
164,57,4
159,12,2
159,75,3
159,96,4
159,164,5
159,201,2
159,212,4
157,59,3
157,71,4
157,160,5
157,220,2
157,256,5
151,103,3
151,67,5
151,173,5
151,238,2
149,67,4
148,45,2
147,164,2
147,172,4
11,208,4
11,231,2
268,234,5
268,263,4
268,103,5
268,197,2
268,115,3
268,297,2
138,132,5
138,78,4
138,124,2
138,14,4
138,100,3
138,231,4
138,251,4
227,86,5
135,64,2
132,13,4
132,14,3
132,177,2
132,302,2
115,131,4
115,297,2
131,116,5
131,123,5
131,61,2
131,51,5
131,149,2
131,197,4
119,127,4
119,144,4
119,176,2
126,86,4
126,76,5
126,49,3
126,151,4
126,305,2
124,120,4
124,128,5
124,133,3
124,138,2
124,299,5
123,25,4
123,126,5
123,151,2
123,246,2
122,28,5
122,92,3
122,0,4
122,72,2
122,144,4
121,135,3
121,144,4
121,282,4
188,54,2
61,115,4
61,131,2
61,171,4
61,279,2
129,81,2
2,18,3
2,200,2
120,82,5
150,9,2
150,134,5
150,139,5
150,65,2
150,169,4
150,248,2
280,2,4
280,235,2
280,96,2
82,90,5
53,61,5
53,74,3
53,81,4
53,213,5
53,216,2
51,53,3
110,100,3
110,13,2
110,23,5
110,177,4
110,228,2
19,46,3
19,75,4
19,278,2
205,227,4
205,257,5
205,285,4
78,27,2
172,201,4
172,222,2
45,98,4
45,152,2
45,163,5
45,195,4
45,196,5
302,132,2
302,262,5
302,120,3
302,233,2
302,255,5
302,85,2
302,251,3
140,23,3
140,66,3
140,99,4
140,69,5
140,147,2
13,41,4
13,100,4
13,128,3
72,71,5
72,59,5
72,73,3
72,122,2
127,28,4
127,281,2
0,31,4
0,72,4
0,281,3
257,76,4
257,89,2
257,204,4
118,57,3
118,132,5
118,140,2
64,59,3
64,119,5
64,121,2
64,240,5
64,261,4
35,120,3
35,128,5
35,133,3
35,233,2
35,289,5
60,9,5
60,7,4
60,101,2
60,160,2
128,41,5
128,27,4
128,85,4
128,82,3
128,138,2
1,69,4
1,159,4
1,172,3
31,54,4
31,255,4
31,299,3
28,13,4
28,38,4
28,299,2
285,126,3
285,173,2
47,49,5
47,76,3
47,205,2
304,284,4
304,281,2
18,12,5
18,2,3
18,39,3
18,65,4
18,75,5
18,169,2
18,212,4
134,9,4
134,249,2
7,25,5
7,45,5
7,60,4
7,67,4
7,163,3
7,171,3
7,214,2
66,118,2
66,194,4
173,183,5
173,198,3
173,205,5
173,238,4
46,38,5
46,41,4
46,212,5
46,278,2
303,159,2
303,99,5
303,230,2
144,127,5
144,135,4
144,33,3
144,122,4
144,157,2
76,47,3
76,65,5
76,86,3
76,98,4
76,152,2
76,183,2
54,28,5
54,38,2
54,73,5
54,134,5
54,230,5
152,148,3
152,116,4
152,126,4
152,165,2
152,168,4
152,183,3
25,116,4
25,151,4
25,165,4
25,197,3
282,121,4
282,59,4
282,129,3
282,242,4
282,297,5
168,25,2
168,196,5
168,197,2
168,246,4
168,305,2
41,31,3
41,46,4
41,99,4
41,110,4
41,300,2
139,150,4
139,249,3
12,226,4
12,280,4
12,303,3
198,126,2
71,11,5
71,33,4
71,38,5
71,78,5
71,119,3
71,122,2
9,18,4
9,19,5
9,39,3
9,91,4
9,150,2
165,152,2
38,0,3
38,41,4
38,54,2
38,78,5
27,0,4
27,11,3
27,28,3
27,82,4
27,90,3
27,100,4
27,110,5
27,299,2
284,176,3
213,261,2
65,9,3
196,160,3
69,57,5
69,140,5
69,172,4
69,254,2
208,138,2
208,85,4
81,7,5
81,33,5
81,51,4
81,64,4
81,115,4
81,240,4
81,282,2
212,159,4
212,18,4
212,230,4
212,249,4
212,278,2
85,110,4
85,302,2
216,242,3
216,282,4
89,91,3
89,257,2
91,9,4
91,47,4
91,98,2
91,257,2
160,148,5
160,60,2
160,33,5
160,163,3
160,214,4
160,240,3
33,92,4
33,144,3
33,157,2
92,72,2
92,188,4
75,172,4
75,235,4
75,303,2
96,235,3
225,54,4
225,41,2
225,230,2
98,45,4
98,91,2
98,101,2
98,150,4
226,1,2
99,57,4
99,110,5
99,113,3
99,140,4
99,194,2
99,228,2
14,100,5
101,98,2
101,160,5
103,123,2
57,113,5
194,75,4
194,225,4
194,252,5
194,273,4
194,294,2
67,148,4
67,197,2
67,268,3
228,225,4
228,99,2
228,300,4
228,302,5
229,144,2
230,75,3
230,225,2
230,303,2
231,27,2
231,262,5
231,281,4
232,196,4
232,148,3
232,268,4
233,208,4
233,35,2
233,302,2
234,232,4
234,240,4
235,212,2
235,280,2
238,151,2
238,49,4
238,305,4
73,240,5
242,129,4
242,53,2
246,263,2
246,268,4
248,227,3
248,150,2
248,204,2
249,188,5
249,134,2
249,139,3
251,233,2
252,132,3
254,226,4
255,228,2
256,260,5
260,78,4
260,71,4
260,304,2
261,213,2
261,74,3
261,53,4
261,282,2
262,35,2
263,25,4
263,131,3
273,140,2
278,134,4
278,19,2
278,303,4
279,297,4
281,260,3
281,208,5
281,127,2
281,122,4
281,231,4
281,176,4
281,304,2
289,300,4
294,113,3
294,194,2
294,222,2
297,268,2
297,81,4
299,188,5
299,289,4
299,27,2
299,31,3
299,124,5
299,300,2
300,41,2
300,299,2
300,208,5
305,116,3
305,168,2
305,195,2
305,198,3
305,232,5
305,126,2

